ab_people_rate,cn_count,cn_rate,crawled,fulltime_rate,spider,street_code,white_rate
0.581,6,0.028,,0.702,,rg11fz,0.448
0.514,5,0.014,,0.385,,rg11jl,0.752
0.581,6,0.028,,0.702,,rg11ll,0.448
0.374,,,,0.767,,rg11gy,0.709
0.581,6,0.028,,0.702,,rg11lr,0.448
0.581,6,0.028,,0.702,,rg11jy,0.448
0.514,5,0.014,,0.385,,rg11hl,0.752
0.514,5,0.014,,0.385,,rg11jr,0.752
0.588,10,0.04,,0.629,,rg11lw,0.407
0.581,6,0.028,,0.702,,rg11lp,0.448
0.588,10,0.04,,0.629,,rg11ha,0.407
0.588,10,0.04,,0.629,,rg11lx,0.407
0.581,6,0.028,,0.702,,rg11ld,0.448
0.514,5,0.014,,0.385,,rg11nb,0.752
0.588,10,0.04,,0.629,,rg11nd,0.407
0.581,6,0.028,,0.702,,rg11le,0.448
0.588,10,0.04,,0.629,,rg11nf,0.407
0.588,10,0.04,,0.629,,rg11ng,0.407
0.514,5,0.014,,0.385,,rg11ly,0.752
0.514,5,0.014,,0.385,,rg11nh,0.752
0.588,10,0.04,,0.629,,rg11nl,0.407
0.514,5,0.014,,0.385,,rg11hr,0.752
0.588,10,0.04,,0.629,,rg11nj,0.407
0.588,10,0.04,,0.629,,rg11nq,0.407
0.398,5,0.021,,0.652,,rg11np,0.515
0.514,5,0.014,,0.385,,rg11lt,0.752
0.458,3,0.013,,0.601,,rg11ns,0.613
0.581,6,0.028,,0.702,,rg11jt,0.448
0.458,3,0.013,,0.601,,rg11nw,0.613
0.581,6,0.028,,0.702,,rg11lf,0.448
0.458,3,0.013,,0.601,,rg11nz,0.613
0.458,3,0.013,,0.601,,rg11nt,0.613
0.588,10,0.04,,0.629,,rg11ne,0.407
0.458,3,0.013,,0.601,,rg11pd,0.613
0.588,10,0.04,,0.629,,rg11pf,0.407
0.588,10,0.04,,0.629,,rg11nu,0.407
0.581,6,0.028,,0.702,,rg11gf,0.448
0.588,10,0.04,,0.629,,rg11pa,0.407
0.588,10,0.04,,0.629,,rg11pe,0.407
0.588,10,0.04,,0.629,,rg11lj,0.407
0.588,10,0.04,,0.629,,rg11pp,0.407
0.588,10,0.04,,0.629,,rg11pl,0.407
0.588,10,0.04,,0.629,,rg11pj,0.407
0.581,6,0.028,,0.702,,rg11nr,0.448
0.458,3,0.013,,0.601,,rg11ny,0.613
0.588,10,0.04,,0.629,,rg11pt,0.407
0.581,6,0.028,,0.702,,rg11pn,0.448
0.398,5,0.021,,0.652,,rg11pb,0.515
0.581,6,0.028,,0.702,,rg11ph,0.448
0.581,6,0.028,,0.702,,rg11ls,0.448
0.588,10,0.04,,0.629,,rg11qb,0.407
0.588,10,0.04,,0.629,,rg11qa,0.407
0.588,10,0.04,,0.629,,rg11pz,0.407
0.514,5,0.014,,0.385,,rg11lz,0.752
0.588,10,0.04,,0.629,,rg11pr,0.407
0.588,10,0.04,,0.629,,rg11qg,0.407
0.514,5,0.014,,0.385,,rg11ql,0.752
0.588,10,0.04,,0.629,,rg11qe,0.407
0.588,10,0.04,,0.629,,rg11py,0.407
0.588,10,0.04,,0.629,,rg11px,0.407
0.458,3,0.013,,0.601,,rg11na,0.613
0.458,3,0.013,,0.601,,rg11pg,0.613
0.588,10,0.04,,0.629,,rg11qd,0.407
0.458,3,0.013,,0.601,,rg11nx,0.613
0.433,3,0.012,,0.544,,rg11ra,0.644
0.514,5,0.014,,0.385,,rg11qy,0.752
0.588,10,0.04,,0.629,,rg11pw,0.407
0.458,3,0.013,,0.601,,rg11qr,0.613
0.581,6,0.028,,0.702,,rg11lh,0.448
0.458,3,0.013,,0.601,,rg11rg,0.613
0.581,6,0.028,,0.702,,rg11ps,0.448
0.588,10,0.04,,0.629,,rg11rf,0.407
0.588,10,0.04,,0.629,,rg11qq,0.407
0.588,10,0.04,,0.629,,rg11nn,0.407
0.514,5,0.014,,0.385,,rg11qh,0.752
0.514,5,0.014,,0.385,,rg11rs,0.752
0.514,5,0.014,,0.385,,rg11rp,0.752
0.514,5,0.014,,0.385,,rg11rr,0.752
0.514,5,0.014,,0.385,,rg11rw,0.752
0.514,5,0.014,,0.385,,rg11rt,0.752
0.581,6,0.028,,0.702,,rg11rd,0.448
0.588,10,0.04,,0.629,,rg11qf,0.407
0.588,10,0.04,,0.629,,rg11rj,0.407
0.514,5,0.014,,0.385,,rg11rl,0.752
0.514,5,0.014,,0.385,,rg11qu,0.752
0.514,5,0.014,,0.385,,rg11qs,0.752
0.588,10,0.04,,0.629,,rg11sg,0.407
0.581,6,0.028,,0.702,,rg11ry,0.448
0.514,5,0.014,,0.385,,rg11sh,0.752
0.514,5,0.014,,0.385,,rg11qx,0.752
0.588,10,0.04,,0.629,,rg11rb,0.407
0.581,6,0.028,,0.702,,rg11ru,0.448
0.514,5,0.014,,0.385,,rg11sq,0.752
0.588,10,0.04,,0.629,,rg11sr,0.407
0.588,10,0.04,,0.629,,rg11ss,0.407
0.588,10,0.04,,0.629,,rg11su,0.407
0.514,5,0.014,,0.385,,rg11sb,0.752
0.374,,,,0.767,,rg11sx,0.709
0.588,10,0.04,,0.629,,rg11sw,0.407
0.588,10,0.04,,0.629,,rg11se,0.407
0.514,5,0.014,,0.385,,rg11rn,0.752
0.588,10,0.04,,0.629,,rg11ta,0.407
0.588,10,0.04,,0.629,,rg11sz,0.407
0.581,6,0.028,,0.702,,rg11sf,0.448
0.588,10,0.04,,0.629,,rg11tb,0.407
0.588,10,0.04,,0.629,,rg11sn,0.407
0.588,10,0.04,,0.629,,rg11te,0.407
0.588,10,0.04,,0.629,,rg11sp,0.407
0.588,10,0.04,,0.629,,rg11sy,0.407
0.588,10,0.04,,0.629,,rg11tn,0.407
0.588,10,0.04,,0.629,,rg11tg,0.407
0.588,10,0.04,,0.629,,rg11lu,0.407
0.458,3,0.013,,0.601,,rg11qp,0.613
0.588,10,0.04,,0.629,,rg11tt,0.407
0.588,10,0.04,,0.629,,rg11tu,0.407
0.588,10,0.04,,0.629,,rg11tx,0.407
0.514,5,0.014,,0.385,,rg11sd,0.752
0.588,10,0.04,,0.629,,rg11rh,0.407
0.588,10,0.04,,0.629,,rg11th,0.407
0.255,4,0.017,,0.549,,rg11ua,0.545
0.588,10,0.04,,0.629,,rg11td,0.407
0.588,10,0.04,,0.629,,rg11ue,0.407
0.588,10,0.04,,0.629,,rg11uf,0.407
0.588,10,0.04,,0.629,,rg11ug,0.407
0.514,5,0.014,,0.385,,rg11st,0.752
0.514,5,0.014,,0.385,,rg11rx,0.752
0.581,6,0.028,,0.702,,rg11uh,0.448
0.588,10,0.04,,0.629,,rg11un,0.407
0.581,6,0.028,,0.702,,rg11ul,0.448
0.581,6,0.028,,0.702,,rg11up,0.448
0.458,3,0.013,,0.601,,rg11pq,0.613
0.588,10,0.04,,0.629,,rg11tf,0.407
0.433,3,0.012,,0.544,,rg11uz,0.644
0.433,3,0.012,,0.544,,rg11wy,0.644
0.588,10,0.04,,0.629,,rg11tj,0.407
0.433,3,0.012,,0.544,,rg11wx,0.644
0.255,4,0.017,,0.549,,rg11ub,0.545
0.433,3,0.012,,0.544,,rg11wd,0.644
0.581,6,0.028,,0.702,,rg11xg,0.448
0.581,6,0.028,,0.702,,rg11xh,0.448
0.588,10,0.04,,0.629,,rg11xa,0.407
0.588,10,0.04,,0.629,,rg11tr,0.407
0.433,3,0.012,,0.544,,rg11xd,0.644
0.433,3,0.012,,0.544,,rg11uq,0.644
0.588,10,0.04,,0.629,,rg11tz,0.407
0.588,10,0.04,,0.629,,rg11ts,0.407
0.588,10,0.04,,0.629,,rg11sj,0.407
0.581,6,0.028,,0.702,,rg11xr,0.448
0.433,3,0.012,,0.544,,rg11xz,0.644
0.433,3,0.012,,0.544,,rg11xj,0.644
0.255,4,0.017,,0.549,,rg11ty,0.545
0.588,10,0.04,,0.629,,rg11xn,0.407
0.514,5,0.014,,0.385,,rg11ya,0.752
0.581,6,0.028,,0.702,,rg11xs,0.448
0.581,6,0.028,,0.702,,rg11xq,0.448
0.588,10,0.04,,0.629,,rg12ad,0.407
0.588,10,0.04,,0.629,,rg12aa,0.407
0.514,5,0.014,,0.385,,rg11ye,0.752
0.588,10,0.04,,0.629,,rg12af,0.407
0.588,10,0.04,,0.629,,rg12ab,0.407
0.588,10,0.04,,0.629,,rg11ud,0.407
0.581,6,0.028,,0.702,,rg11xl,0.448
0.588,10,0.04,,0.629,,rg12al,0.407
0.467,5,0.022,,0.645,,rg12ag,0.451
0.588,10,0.04,,0.629,,rg12ap,0.407
0.588,10,0.04,,0.629,,rg12an,0.407
0.444,24,0.042,,0.52,,rg12ar,0.609
0.588,10,0.04,,0.629,,rg11tq,0.407
0.514,5,0.014,,0.385,,rg11sl,0.752
0.588,10,0.04,,0.629,,rg12aj,0.407
0.588,10,0.04,,0.629,,rg12au,0.407
0.581,6,0.028,,0.702,,rg11xp,0.448
0.588,10,0.04,,0.629,,rg12az,0.407
0.588,10,0.04,,0.629,,rg12aw,0.407
0.433,3,0.012,,0.544,,rg11xw,0.644
0.581,6,0.028,,0.702,,rg11uj,0.448
0.467,5,0.022,,0.645,,rg12at,0.451
0.588,10,0.04,,0.629,,rg12ba,0.407
0.433,3,0.012,,0.544,,rg12bf,0.644
0.588,10,0.04,,0.629,,rg12bh,0.407
0.588,10,0.04,,0.629,,rg12ae,0.407
0.588,10,0.04,,0.629,,rg12bj,0.407
0.301,3,0.009,,0.491,,rg12bl,0.645
0.514,5,0.014,,0.385,,rg11zs,0.752
0.581,6,0.028,,0.702,,rg11xt,0.448
0.467,5,0.022,,0.645,,rg12ah,0.451
0.588,10,0.04,,0.629,,rg12bt,0.407
0.581,6,0.028,,0.702,,rg11xb,0.448
0.588,10,0.04,,0.629,,rg12bw,0.407
0.588,10,0.04,,0.629,,rg12bu,0.407
0.588,10,0.04,,0.629,,rg12bp,0.407
0.374,,,,0.767,,rg11zq,0.709
0.433,3,0.012,,0.544,,rg12dd,0.644
0.467,5,0.022,,0.645,,rg12aq,0.451
0.588,10,0.04,,0.629,,rg12ax,0.407
0.588,10,0.04,,0.629,,rg12dh,0.407
0.588,10,0.04,,0.629,,rg12be,0.407
0.588,10,0.04,,0.629,,rg12dl,0.407
0.306,4,0.012,,0.443,,rg12bx,0.607
0.588,10,0.04,,0.629,,rg12dq,0.407
0.514,5,0.014,,0.385,,rg12dj,0.752
0.588,10,0.04,,0.629,,rg12dt,0.407
0.588,10,0.04,,0.629,,rg12de,0.407
0.588,10,0.04,,0.629,,rg12ds,0.407
0.588,10,0.04,,0.629,,rg12dp,0.407
0.588,10,0.04,,0.629,,rg12bn,0.407
0.588,10,0.04,,0.629,,rg12ea,0.407
0.437,3,0.011,,0.621,,rg12bg,0.684
0.588,10,0.04,,0.629,,rg12bs,0.407
0.514,5,0.014,,0.385,,rg12dg,0.752
0.588,10,0.04,,0.629,,rg12dn,0.407
0.588,10,0.04,,0.629,,rg12ej,0.407
0.588,10,0.04,,0.629,,rg12ay,0.407
0.588,10,0.04,,0.629,,rg12el,0.407
0.472,12,0.023,,0.602,,rg12ep,0.63
0.588,10,0.04,,0.629,,rg12eq,0.407
0.588,10,0.04,,0.629,,rg12en,0.407
0.514,5,0.014,,0.385,,rg12er,0.752
0.588,10,0.04,,0.629,,rg12bq,0.407
0.588,10,0.04,,0.629,,rg12ed,0.407
0.472,12,0.023,,0.602,,rg12ew,0.63
0.514,5,0.014,,0.385,,rg12ef,0.752
0.588,10,0.04,,0.629,,rg12eu,0.407
0.374,,,,0.767,,rg12fa,0.709
0.472,12,0.023,,0.602,,rg12ff,0.63
0.374,,,,0.767,,rg12fb,0.709
0.588,10,0.04,,0.629,,rg12bb,0.407
0.433,3,0.012,,0.544,,rg12fh,0.644
0.433,3,0.012,,0.544,,rg12fj,0.644
0.433,3,0.012,,0.544,,rg12fn,0.644
0.588,10,0.04,,0.629,,rg12dw,0.407
0.433,3,0.012,,0.544,,rg12fq,0.644
0.588,10,0.04,,0.629,,rg12gp,0.407
0.459,5,0.014,,0.645,,rg12ee,0.573
0.514,5,0.014,,0.385,,rg12df,0.752
0.46,2,0.007,,0.585,,rg12gw,0.48
0.588,10,0.04,,0.629,,rg12eb,0.407
0.588,10,0.04,,0.629,,rg12bd,0.407
0.433,3,0.012,,0.544,,rg12fl,0.644
0.588,10,0.04,,0.629,,rg12ha,0.407
0.433,3,0.012,,0.544,,rg12fw,0.644
0.514,5,0.014,,0.385,,rg12es,0.752
0.588,10,0.04,,0.629,,rg12db,0.407
0.444,24,0.042,,0.52,,rg12hn,0.609
0.588,10,0.04,,0.629,,rg12eg,0.407
0.588,10,0.04,,0.629,,rg12hf,0.407
0.467,5,0.022,,0.645,,rg12hq,0.451
0.306,4,0.012,,0.443,,rg12hs,0.607
0.588,10,0.04,,0.629,,rg12fe,0.407
0.467,5,0.022,,0.645,,rg12as,0.451
0.467,5,0.022,,0.645,,rg12hj,0.451
0.588,10,0.04,,0.629,,rg12hx,0.407
0.588,10,0.04,,0.629,,rg12hz,0.407
0.588,10,0.04,,0.629,,rg12hg,0.407
0.467,5,0.022,,0.645,,rg12je,0.451
0.467,5,0.022,,0.645,,rg12jf,0.451
0.588,10,0.04,,0.629,,rg12hd,0.407
0.588,10,0.04,,0.629,,rg12he,0.407
0.444,24,0.042,,0.52,,rg12hw,0.609
0.588,10,0.04,,0.629,,rg12eh,0.407
0.467,5,0.022,,0.645,,rg12jn,0.451
0.467,5,0.022,,0.645,,rg12jg,0.451
0.472,12,0.023,,0.602,,rg12hp,0.63
0.467,5,0.022,,0.645,,rg12jq,0.451
0.467,5,0.022,,0.645,,rg12js,0.451
0.467,5,0.022,,0.645,,rg12jr,0.451
0.374,,,,0.767,,rg12jw,0.709
0.588,10,0.04,,0.629,,rg12hb,0.407
0.588,10,0.04,,0.629,,rg12hl,0.407
0.444,24,0.042,,0.52,,rg12ld,0.609
0.588,10,0.04,,0.629,,rg12lh,0.407
0.588,10,0.04,,0.629,,rg12lj,0.407
0.467,5,0.022,,0.645,,rg12hh,0.451
0.327,1,0.003,,0.551,,rg12lb,0.545
0.467,5,0.022,,0.645,,rg12jt,0.451
0.467,5,0.022,,0.645,,rg12lr,0.451
0.306,4,0.012,,0.443,,rg12hu,0.607
0.588,10,0.04,,0.629,,rg12lt,0.407
0.467,5,0.022,,0.645,,rg12jh,0.451
0.467,5,0.022,,0.645,,rg12lu,0.451
0.588,10,0.04,,0.629,,rg12ls,0.407
0.467,5,0.022,,0.645,,rg12ly,0.451
0.588,10,0.04,,0.629,,rg12lw,0.407
0.467,5,0.022,,0.645,,rg12lz,0.451
0.433,3,0.012,,0.544,,rg12nb,0.644
0.588,10,0.04,,0.629,,rg12dx,0.407
0.38,5,0.013,,0.54,,rg12ne,0.625
0.38,5,0.013,,0.54,,rg12nf,0.625
0.467,5,0.022,,0.645,,rg12jp,0.451
0.38,5,0.013,,0.54,,rg12na,0.625
0.327,1,0.003,,0.551,,rg12nl,0.545
0.38,5,0.013,,0.54,,rg12nd,0.625
0.588,10,0.04,,0.629,,rg12ln,0.407
0.444,24,0.042,,0.52,,rg12nj,0.609
0.327,1,0.003,,0.551,,rg12nr,0.545
0.588,10,0.04,,0.629,,rg12ll,0.407
0.588,10,0.04,,0.629,,rg12jb,0.407
0.444,24,0.042,,0.52,,rg12ht,0.609
0.327,1,0.003,,0.551,,rg12nt,0.545
0.38,5,0.013,,0.54,,rg12nx,0.625
0.327,1,0.003,,0.551,,rg12ny,0.545
0.306,4,0.012,,0.443,,rg12nw,0.607
0.38,5,0.013,,0.54,,rg12nz,0.625
0.306,4,0.012,,0.443,,rg12nn,0.607
0.588,10,0.04,,0.629,,rg12lp,0.407
0.444,24,0.042,,0.52,,rg12pe,0.609
0.444,24,0.042,,0.52,,rg12pd,0.609
0.588,10,0.04,,0.629,,rg12pf,0.407
0.433,3,0.012,,0.544,,rg12pg,0.644
0.327,1,0.003,,0.551,,rg12np,0.545
0.472,12,0.023,,0.602,,rg12pn,0.63
0.523,6,0.02,,0.576,,rg12lx,0.645
0.519,5,0.015,,0.662,,rg12pa,0.74
0.38,3,0.01,,0.651,,rg12pp,0.701
0.459,5,0.014,,0.645,,rg12pq,0.573
0.327,1,0.003,,0.551,,rg12ns,0.545
0.588,10,0.04,,0.629,,rg12lg,0.407
0.327,1,0.003,,0.551,,rg12pj,0.545
0.588,10,0.04,,0.629,,rg12lq,0.407
0.38,3,0.01,,0.651,,rg12px,0.701
0.437,3,0.011,,0.621,,rg12qa,0.684
0.588,10,0.04,,0.629,,rg12qd,0.407
0.472,12,0.023,,0.602,,rg12qe,0.63
0.472,12,0.023,,0.602,,rg12qf,0.63
0.519,5,0.015,,0.662,,rg12py,0.74
0.472,12,0.023,,0.602,,rg12ps,0.63
0.444,24,0.042,,0.52,,rg12qj,0.609
0.472,12,0.023,,0.602,,rg12qn,0.63
0.467,5,0.022,,0.645,,rg12jl,0.451
0.306,4,0.012,,0.443,,rg12qr,0.607
0.444,24,0.042,,0.52,,rg12nq,0.609
0.519,5,0.015,,0.662,,rg12nu,0.74
0.301,3,0.009,,0.491,,rg12qh,0.645
0.38,5,0.013,,0.54,,rg12pb,0.625
0.38,3,0.01,,0.651,,rg12pz,0.701
0.38,5,0.013,,0.54,,rg12nh,0.625
0.444,24,0.042,,0.52,,rg12qp,0.609
0.472,12,0.023,,0.602,,rg12qy,0.63
0.519,5,0.015,,0.662,,rg12qb,0.74
0.444,24,0.042,,0.52,,rg12qs,0.609
0.365,10,0.034,,0.617,,rg12re,0.668
0.235,7,0.023,,0.458,,rg12rf,0.752
0.327,1,0.003,,0.551,,rg12rh,0.545
0.459,5,0.014,,0.645,,rg12qw,0.573
0.459,5,0.014,,0.645,,rg12qg,0.573
0.433,3,0.012,,0.544,,rg12rs,0.644
0.472,12,0.023,,0.602,,rg12qx,0.63
0.327,1,0.003,,0.551,,rg12rt,0.545
0.301,3,0.009,,0.491,,rg12rb,0.645
0.444,24,0.042,,0.52,,rg12rz,0.609
0.306,4,0.012,,0.443,,rg12sa,0.607
0.467,5,0.022,,0.645,,rg12rx,0.451
0.467,5,0.022,,0.645,,rg12ry,0.451
0.444,24,0.042,,0.52,,rg12se,0.609
0.467,5,0.022,,0.645,,rg12rp,0.451
0.472,12,0.023,,0.602,,rg12sg,0.63
0.306,4,0.012,,0.443,,rg12qt,0.607
0.459,5,0.014,,0.645,,rg12sj,0.573
0.459,5,0.014,,0.645,,rg12qu,0.573
0.459,5,0.014,,0.645,,rg12sn,0.573
0.235,7,0.023,,0.458,,rg12ra,0.752
0.365,10,0.034,,0.617,,rg12pu,0.668
0.38,3,0.01,,0.651,,rg12pr,0.701
0.444,24,0.042,,0.52,,rg12sb,0.609
0.459,5,0.014,,0.645,,rg12st,0.573
0.459,5,0.014,,0.645,,rg12sr,0.573
0.459,5,0.014,,0.645,,rg12ss,0.573
0.444,24,0.042,,0.52,,rg12sf,0.609
0.472,12,0.023,,0.602,,rg12sx,0.63
0.301,3,0.009,,0.491,,rg12sz,0.645
0.467,5,0.022,,0.645,,rg12rl,0.451
0.327,1,0.003,,0.551,,rg12pl,0.545
0.301,3,0.009,,0.491,,rg12td,0.645
0.459,5,0.014,,0.645,,rg12sh,0.573
0.444,24,0.042,,0.52,,rg12sq,0.609
0.301,3,0.009,,0.491,,rg12tg,0.645
0.46,2,0.007,,0.585,,rg12th,0.48
0.467,5,0.022,,0.645,,rg12ru,0.451
0.301,3,0.009,,0.491,,rg12tl,0.645
0.46,2,0.007,,0.585,,rg12su,0.48
0.472,12,0.023,,0.602,,rg12qz,0.63
0.459,5,0.014,,0.645,,rg12tq,0.573
0.301,3,0.009,,0.491,,rg12tr,0.645
0.46,2,0.007,,0.585,,rg12tw,0.48
0.444,24,0.042,,0.52,,rg12ql,0.609
0.301,3,0.009,,0.491,,rg12ub,0.645
0.459,5,0.014,,0.645,,rg12sw,0.573
0.301,3,0.009,,0.491,,rg12tt,0.645
0.301,3,0.009,,0.491,,rg12wa,0.645
0.433,3,0.012,,0.544,,rg12wj,0.644
0.374,,,,0.767,,rg12wx,0.709
0.433,3,0.012,,0.544,,rg12wq,0.644
0.374,,,,0.767,,rg12wz,0.709
0.301,3,0.009,,0.491,,rg12tf,0.645
0.444,24,0.042,,0.52,,rg12sd,0.609
0.444,24,0.042,,0.52,,rg12sl,0.609
0.301,3,0.009,,0.491,,rg12wg,0.645
0.327,1,0.003,,0.551,,rg12xg,0.545
0.433,3,0.012,,0.544,,rg12xh,0.644
0.433,3,0.012,,0.544,,rg12xj,0.644
